2026-01-09 23:47:18,Antigone centre,7,12
2026-01-09 23:47:18,Médiathèque Emile Zola,5,16
2026-01-09 23:47:18,Nombre d Or,3,16
2026-01-09 23:47:18,Louis Blanc,7,16
2026-01-09 23:47:18,Gambetta,4,8
2026-01-09 23:47:18,Port Marianne,9,16
2026-01-10 00:23:57,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-10 00:23:57,Comédie,9,20
2026-01-10 00:23:57,Hôtel de Ville,11,16
2026-01-10 00:23:57,Corum,1,12
2026-01-10 00:23:57,Place Albert 1er - St Charles,11,27
2026-01-10 00:23:57,Foch,1,8
2026-01-10 00:23:57,Halles Castellane,0,12
2026-01-10 00:23:57,Observatoire,3,8
2026-01-10 00:23:57,Rondelet,5,16
2026-01-10 00:23:57,Plan Cabanes,6,12
2026-01-10 00:23:57,Boutonnet,2,12
2026-01-10 00:23:57,Emile Combes,5,8
2026-01-10 00:23:57,Beaux-Arts,11,16
2026-01-10 00:23:57,Les Aubes,6,8
2026-01-10 00:23:57,Antigone centre,7,12
2026-01-10 00:23:57,Médiathèque Emile Zola,5,16
2026-01-10 00:23:57,Nombre d Or,3,16
2026-01-10 00:23:57,Louis Blanc,7,16
2026-01-10 00:23:57,Gambetta,4,8
2026-01-10 00:23:57,Port Marianne,9,16
2026-01-10 00:43:06,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-10 00:43:06,Comédie,9,20
2026-01-10 00:43:06,Hôtel de Ville,11,16
2026-01-10 00:43:06,Corum,1,12
2026-01-10 00:43:06,Place Albert 1er - St Charles,11,27
2026-01-10 00:43:06,Foch,1,8
2026-01-10 00:43:06,Halles Castellane,0,12
2026-01-10 00:43:06,Observatoire,3,8
2026-01-10 00:43:06,Rondelet,5,16
2026-01-10 00:43:06,Plan Cabanes,6,12
2026-01-10 00:43:06,Boutonnet,2,12
2026-01-10 00:43:06,Emile Combes,5,8
2026-01-10 00:43:06,Beaux-Arts,11,16
2026-01-10 00:43:06,Les Aubes,6,8
2026-01-10 00:43:06,Antigone centre,7,12
2026-01-10 00:43:06,Médiathèque Emile Zola,5,16
2026-01-10 00:43:06,Nombre d Or,3,16
2026-01-10 00:43:06,Louis Blanc,7,16
2026-01-10 00:43:06,Gambetta,4,8
2026-01-10 00:43:06,Port Marianne,9,16
2026-01-10 00:55:14,Rue Jules Ferry - Gare Saint-Roch,7,12
2026-01-10 00:55:14,Comédie,9,20
2026-01-10 00:55:14,Hôtel de Ville,11,16
2026-01-10 00:55:14,Corum,1,12
2026-01-10 00:55:14,Place Albert 1er - St Charles,11,27
2026-01-10 00:55:14,Foch,1,8
2026-01-10 00:55:14,Halles Castellane,0,12
2026-01-10 00:55:14,Observatoire,3,8
2026-01-10 00:55:14,Rondelet,5,16
